0,1,2,3,4,5,6
332,"I5 - 3,00 GHZ",H110M-H,1 TB - MECANICO,8 Gb,EX,WINDOWS 8.1 - 64 BIT
333,"I3 - 2,10 GHZ",W240HU/W250HUQ,500 GB - MECANICO,4 Gb,B,WINDOWS 10 - 64 BIT
334,"I5 - 1,00 GHZ",868C,240 GB - SOLIDO,4 Gb,B,WINDOWS 11 Home
335,"I7 - 2,90 GHZ",H510M-A PRO,450 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
336,"I7 - 2,90 GHZ",H510M-A PRO,450 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
337,"I7 - 2,90 GHZ",H510M-A PRO,450 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
338,"I7 - 2,90 GHZ",H510M-A PRO,450 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
339,"I7 - 2,90 GHZ",H510M-A PRO,450 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
340,"I7 - 2,90 GHZ",H510M-A PRO,450 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
341,"I7 - 2,90 GHZ",H510M-A PRO,450 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
342,"I7 - 2,90 GHZ",H510M-A PRO,450 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
343,"I7 - 2,90 GHZ",H510M-A PRO,450 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
344,"I7 - 2,90 GHZ",H510M-A PRO,450 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
345,"2 QUAD  2,66 GHZ",DG41TY,120GB - MECANICO,1 Gb,M,WINDOWS 10 - LITE
348,"I5 - 3,00 GHZ",P8H61-M LX3 R20,700 GB - MECANICO,4 Gb,B,WINDOWS 10 - 64 BIT
349,"2 DUO  2,00 GHZ",P5GC-MX,320 GB - MECANICO,2 Gb,M,WINDOWS 10 - 64 BIT
350,"2 DUO  3,00 GHZ",DG31PR,300 GB - MECANICO,2 Gb,M,WINDOWS 10 - 64 BIT
351,"I3 - 2,80 GHZ",dh55tc,500 GB - MECANICO,2 Gb,B,WINDOWS 10 - 64 BIT
352,"I3 -  2,93 GHZ",dh55tc,500 GB - MECANICO,2 Gb,B,WINDOWS 10 - 64 BIT
353,"I5 - 2,90 GHZ",Prime B460M-A,240 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
354,"I5 - 2,90 GHZ",Prime B460M-A,240 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
355,"I5 - 2,90 GHZ",Prime B460M-A,240 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
356,"I5 - 2,90 GHZ",Prime B460M-A,240 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
358,"I5 - 2,90 GHZ",Prime B460M-A,240 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
359,"I3 - 3,60 GHZ",h310 pro-vdh plus,240 GB - SOLIDO,4 Gb,EX,WINDOWS 10 - 64 BIT
360,"I5 - 2,90 GHZ",Prime B460M-A,240 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
361,"I7 - 2,90 GHZ",H510M-A PRO,450 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
362,"I5 - 2,90 GHZ",Prime B460M-A,240 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
363,"I5 - 2,90 GHZ",Prime B460M-A,240 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
364,"I5 - 2,90 GHZ",Prime B460M-A,240 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
365,"I3  - 3,90 GHZ",H110M-H,240 GB - SOLIDO,4 Gb,B,WINDOWS 10 - 64 BIT
366,"I3 - 3,70 GHZ",H81M-H,500 GB - MECANICO,4 Gb,B,WINDOWS 10 - 64 BIT
367,"I7 - 3,40 GHZ",B85M-D2V,240 GB - SOLIDO,8 Gb,EX,WINDOWS 10 - 64 BIT
372,"I3 -  2,93 GHZ",dh55tc,240 GB - SOLIDO,2 Gb,B,WINDOWS 10 - 64 BIT
392,"I7 - 2,90 GHZ",H510M-A PRO,240 GB - SOLIDO,8 Gb,EX,S/VALOR
393,"I3 -  2,93 GHZ",dh55tc,240 GB - SOLIDO,2 Gb,R,WINDOWS 10 - 64 BIT
407,"I3 -  2,93 GHZ",dh55tc,240 GB - SOLIDO,4 Gb,B,WINDOWS 10 - 64 BIT
416,Ryzen 5 5600G 3901 MHZ,PRIME A320M-K,240 GB - SOLIDO,16 Gb,EX,WINDOWS 10 - 64 BIT
